Origil raw file me,Converted file me,Re-annotated raw file me (userme_date_PI_Country_sampletag),NumReplicates,Organism,In Vivo or In vitro Process,Tissue type,Cell type,Culture conditions,Disease state,Comments,MHC class I or II,MHC Allele,PMID,SYSMHCID,Peptide,isolation method,antibody,"sample amount (cell number, weight of tissue)",fraction of sample measured,mass spectrometer,LC system,iRT peptides ,Acquisition mode,Fragmentation method,Gradient ,Gradient lenght (min),Flow rate,Column,Statiory Phase,Gradient details
SYSMHC00010_CELG_rep3_021213_Fx300mM.raw,SYSMHC00010_CELG_rep3_021213_Fx300mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,2,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep3_021213_Fx50mM.raw,SYSMHC00010_CELG_rep3_021213_Fx50mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,3,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep3_021213_Fx600mM.raw,SYSMHC00010_CELG_rep3_021213_Fx600mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,4,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep3_021213_Fx75mM.raw,SYSMHC00010_CELG_rep3_021213_Fx75mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,5,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep4_021213_Fx100mM.raw,SYSMHC00010_CELG_rep4_021213_Fx100mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,6,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep4_021213_Fx300mM.raw,SYSMHC00010_CELG_rep4_021213_Fx300mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,7,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep4_021213_Fx50mM.raw,SYSMHC00010_CELG_rep4_021213_Fx50mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,8,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep4_021213_Fx600mM.raw,SYSMHC00010_CELG_rep4_021213_Fx600mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,9,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep4_021213_Fx75mM.raw,SYSMHC00010_CELG_rep4_021213_Fx75mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,10,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep5_021213_Fx100mM.raw,SYSMHC00010_CELG_rep5_021213_Fx100mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,11,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep5_021213_Fx300mM.raw,SYSMHC00010_CELG_rep5_021213_Fx300mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,12,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep5_021213_Fx50mM.raw,SYSMHC00010_CELG_rep5_021213_Fx50mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,13,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep5_021213_Fx600mM.raw,SYSMHC00010_CELG_rep5_021213_Fx600mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,14,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep5_021213_Fx75mM.raw,SYSMHC00010_CELG_rep5_021213_Fx75mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,15,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep6_021213_Fx100mM.raw,SYSMHC00010_CELG_rep6_021213_Fx100mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,16,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep6_021213_Fx300mM.raw,SYSMHC00010_CELG_rep6_021213_Fx300mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,17,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep6_021213_Fx50mM.raw,SYSMHC00010_CELG_rep6_021213_Fx50mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,18,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep6_021213_Fx600mM.raw,SYSMHC00010_CELG_rep6_021213_Fx600mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,19,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_CELG_rep6_021213_Fx75mM.raw,SYSMHC00010_CELG_rep6_021213_Fx75mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_11,20,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep3_021213_Fx100mM.raw,SYSMHC00010_J_rep3_021213_Fx100mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep3_021213_Fx300mM.raw,SYSMHC00010_J_rep3_021213_Fx300mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,2,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep3_021213_Fx50mM.raw,SYSMHC00010_J_rep3_021213_Fx50mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,3,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep3_021213_Fx600mM.raw,SYSMHC00010_J_rep3_021213_Fx600mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,4,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep3_021213_Fx75mM.raw,SYSMHC00010_J_rep3_021213_Fx75mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,5,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep4_021213_Fx100mM.raw,SYSMHC00010_J_rep4_021213_Fx100mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,6,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep4_021213_Fx300mM.raw,SYSMHC00010_J_rep4_021213_Fx300mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,7,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep4_021213_Fx50mM.raw,SYSMHC00010_J_rep4_021213_Fx50mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,8,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep4_021213_Fx600mM.raw,SYSMHC00010_J_rep4_021213_Fx600mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,9,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep4_021213_Fx75mM.raw,SYSMHC00010_J_rep4_021213_Fx75mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,10,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep5_021213_Fx100mM.raw,SYSMHC00010_J_rep5_021213_Fx100mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,11,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep5_021213_Fx300mM.raw,SYSMHC00010_J_rep5_021213_Fx300mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,12,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep5_021213_Fx50mM.raw,SYSMHC00010_J_rep5_021213_Fx50mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,13,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep5_021213_Fx600mM.raw,SYSMHC00010_J_rep5_021213_Fx600mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,14,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep5_021213_Fx75mM.raw,SYSMHC00010_J_rep5_021213_Fx75mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,15,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep6_021213_Fx100mM.raw,SYSMHC00010_J_rep6_021213_Fx100mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,16,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep6_021213_Fx300mM.raw,SYSMHC00010_J_rep6_021213_Fx300mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,17,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep6_021213_Fx50mM.raw,SYSMHC00010_J_rep6_021213_Fx50mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,18,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep6_021213_Fx600mM.raw,SYSMHC00010_J_rep6_021213_Fx600mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,19,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_J_rep6_021213_Fx75mM.raw,SYSMHC00010_J_rep6_021213_Fx75mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_09,20,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep3_021213_Fx100mM.raw,SYSMHC00010_MA_rep3_021213_Fx100mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep3_021213_Fx300mM.raw,SYSMHC00010_MA_rep3_021213_Fx300mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,2,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep3_021213_Fx50mM.raw,SYSMHC00010_MA_rep3_021213_Fx50mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,3,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep3_021213_Fx600mM.raw,SYSMHC00010_MA_rep3_021213_Fx600mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,4,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep3_021213_Fx75mM.raw,SYSMHC00010_MA_rep3_021213_Fx75mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,5,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep4_021213_Fx100mM.raw,SYSMHC00010_MA_rep4_021213_Fx100mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,6,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep4_021213_Fx300mM.raw,SYSMHC00010_MA_rep4_021213_Fx300mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,7,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep4_021213_Fx50mM.raw,SYSMHC00010_MA_rep4_021213_Fx50mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,8,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep4_021213_Fx600mM.raw,SYSMHC00010_MA_rep4_021213_Fx600mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,9,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep4_021213_Fx75mM.raw,SYSMHC00010_MA_rep4_021213_Fx75mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,10,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep5_021213_Fx100mM.raw,SYSMHC00010_MA_rep5_021213_Fx100mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,11,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep5_021213_Fx300mM.raw,SYSMHC00010_MA_rep5_021213_Fx300mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,12,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep5_021213_Fx50mM.raw,SYSMHC00010_MA_rep5_021213_Fx50mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,13,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep5_021213_Fx600mM.raw,SYSMHC00010_MA_rep5_021213_Fx600mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,14,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_MA_rep5_021213_Fx75mM.raw,SYSMHC00010_MA_rep5_021213_Fx75mM_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_03,15,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2902,B5701,B4403,C0701,C1601",26857467,SYSMHC00010,native,mild acid elution,,,,Orbitrap ELITE,,no,DDA,,5-40%,56,,,,
SYSMHC00010_pat_AC2_04092014_rep3_2.raw,SYSMHC00010_pat_AC2_04092014_rep3_2_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_14,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0301,A3201,B2705,B4501,C01,C16",26857467,SYSMHC00010,native,mild acid elution,,,,Q-Exactive Plus,,no,DDA,,3-40%,151,,,,
SYSMHC00010_pat_AC2_04092014_rep4.raw,SYSMHC00010_pat_AC2_04092014_rep4_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_14,2,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0301,A3201,B2705,B4501,C01,C16",26857467,SYSMHC00010,native,mild acid elution,,,,Q-Exactive Plus,,no,DDA,,3-40%,151,,,,
SYSMHC00010_pat_AC2_22072014_rep1.raw,SYSMHC00010_pat_AC2_22072014_rep1_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_14,3,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0301,A3201,B2705,B4501,C01,C16",26857467,SYSMHC00010,native,mild acid elution,,,,Q-Exactive Plus,,no,DDA,,3-40%,151,,,,
SYSMHC00010_pat_AC2_22072014_rep2.raw,SYSMHC00010_pat_AC2_22072014_rep2_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_Subject_14,4,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0301,A3201,B2705,B4501,C01,C16",26857467,SYSMHC00010,native,mild acid elution,,,,Q-Exactive Plus,,no,DDA,,3-40%,151,,,,
SYSMHC00010_pat_C_22072014_rep2.raw,SYSMHC00010_pat_C_22072014_rep2_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_pat_C_Subject_08,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Q-Exactive Plus,,no,DDA,,3-40%,151,,,,
SYSMHC00010_pat_C_22072014_rep3.raw,SYSMHC00010_pat_C_22072014_rep3_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_pat_C_Subject_08,2,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Q-Exactive Plus,,no,DDA,,3-40%,151,,,,
SYSMHC00010_pat_C_23072014_rep4.raw,SYSMHC00010_pat_C_23072014_rep4_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_pat_C_Subject_08,3,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A0301,B0702,C0702",26857467,SYSMHC00010,native,mild acid elution,,,,Q-Exactive Plus,,no,DDA,,3-40%,151,,,,
SYSMHC00010_pat_CELG_14072014_rep1.raw,SYSMHC00010_pat_CELG_14072014_rep1_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_pat_CELG_Subject_11,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Q-Exactive Plus,,no,DDA,,3-40%,151,,,,
SYSMHC00010_pat_CELG_14072014_rep2.raw,SYSMHC00010_pat_CELG_14072014_rep2_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_pat_CELG_Subject_11,2,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Q-Exactive Plus,,no,DDA,,3-40%,151,,,,
SYSMHC00010_pat_CELG_14072014_rep3.raw,SYSMHC00010_pat_CELG_14072014_rep3_c.mzXML,SYSMHC00010_gradosd_160630_perreault-thibault_cada_LCL_pat_CELG_Subject_11,3,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed,class I,"A0201,A2402,B1501,B7301,C0303,C1505",26857467,SYSMHC00010,native,mild acid elution,,,,Q-Exactive Plus,,no,DDA,,3-40%,151,,,,
